,Position,Track.Name,Artist,Streams,URL,Date,Region
7195,58,XO TOUR Llif3,Lil Uzi Vert,8287,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,1/9/2018,ie
7196,59,Galway Girl,Ed Sheeran,8212,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,1/9/2018,ie
7197,60,"Blinded By Your Grace, Pt. 2 (feat. MNEK)",Stormzy,8140,https://open.spotify.com/track/0ihguwGVwKihJ1Nj8fGQlY,1/9/2018,ie
7198,61,I Know You,Craig David,7951,https://open.spotify.com/track/34t13rSSZtr22CjcmroMmh,1/9/2018,ie
7199,62,Sucker for You,Matt Terry,7655,https://open.spotify.com/track/4vkVvmjIiQibQ6zJnC1Q9z,1/9/2018,ie
7200,63,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,7567,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV,1/9/2018,ie
7201,64,The Other Side,Hugh Jackman,7535,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr,1/9/2018,ie
7202,65,All Falls Down,Alan Walker,7514,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb,1/9/2018,ie
7203,66,Barking,Ramz,7379,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2,1/9/2018,ie
7204,67,Thunder,Imagine Dragons,7130,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,1/9/2018,ie
7205,68,Came Here for Love,Sigala,7105,https://open.spotify.com/track/3kGfazcbVvVkuZunzlLgTD,1/9/2018,ie
7206,69,Too Much To Ask,Niall Horan,7066,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK,1/9/2018,ie
7207,70,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,7053,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR,1/9/2018,ie
7208,71,Castle on the Hill,Ed Sheeran,7009,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,1/9/2018,ie
7209,72,Reggaetón Lento (Remix),CNCO,6946,https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF,1/9/2018,ie
7210,73,More Than You Know,Axwell /\ Ingrosso,6913,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44,1/9/2018,ie
7211,74,Addicted to You,Picture This,6880,https://open.spotify.com/track/1snx5tOQTxN49AyEqMYopU,1/9/2018,ie
7212,75,From Now On,Hugh Jackman,6636,https://open.spotify.com/track/3IkWmgGsXbsafrunwPojXO,1/9/2018,ie
7213,76,You Don't Know Me - Radio Edit,Jax Jones,6610,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,1/9/2018,ie
7214,77,Come Alive,Hugh Jackman,6508,https://open.spotify.com/track/5xNUR50KxswPRAvx7S163g,1/9/2018,ie
7215,78,Glorious (feat. Skylar Grey),Macklemore,6462,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE,1/9/2018,ie
7216,79,Hurtin' Me,Stefflon Don,6450,https://open.spotify.com/track/2VoJe7vkKkigs7C3CGnSXL,1/9/2018,ie
7217,80,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,6430,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn,1/9/2018,ie
7218,81,Your Song,Rita Ora,6374,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5,1/9/2018,ie
7219,82,Take My Hand,Picture This,6354,https://open.spotify.com/track/2KlSyMYzIXiEpGqKytxxNv,1/9/2018,ie
7220,83,Echame La Culpa,Luis Fonsi,6245,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,1/9/2018,ie
7221,84,Slow Hands,Niall Horan,6181,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J,1/9/2018,ie
7222,85,There's Nothing Holdin' Me Back,Shawn Mendes,6091,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,1/9/2018,ie
7223,86,Wavey,CLiQ,6086,https://open.spotify.com/track/5KvRFKrsapVHYNzoM7rDUw,1/9/2018,ie
7224,87,End Game,Taylor Swift,6004,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX,1/9/2018,ie
7225,88,Attention,Charlie Puth,5985,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,1/9/2018,ie
7226,89,Something Just Like This,The Chainsmokers,5974,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,1/9/2018,ie
7227,90,Go Flex,Post Malone,5969,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,1/9/2018,ie
7228,91,Mr. Brightside,The Killers,5871,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN,1/9/2018,ie
7229,92,Feels,Calvin Harris,5790,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,1/9/2018,ie
7230,93,Happier,Ed Sheeran,5778,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,1/9/2018,ie
7231,94,One Last Song,Sam Smith,5766,https://open.spotify.com/track/01uk7IzZyFNfQTDBXxx6NB,1/9/2018,ie
7232,95,Sorry Not Sorry,Demi Lovato,5759,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P,1/9/2018,ie
7233,96,Say You Won't Let Go,James Arthur,5711,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,1/9/2018,ie
7234,97,Tell Me You Love Me,Demi Lovato,5680,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj,1/9/2018,ie
7235,98,More Than Friends,James Hype,5654,https://open.spotify.com/track/53SnCRcGrB2UCqNGyYZhJD,1/9/2018,ie
7236,99,Never Change,Picture This,5648,https://open.spotify.com/track/52GlC3zkLC14J0SgsF8iCs,1/9/2018,ie
7237,100,Out Of My Head (feat. Tove Lo and ALMA),Charli XCX,5642,https://open.spotify.com/track/2khkbmL11VFqKGMrcGIJB3,1/9/2018,ie
7238,101,Walk On Water (feat. Beyoncé),Eminem,5594,https://open.spotify.com/track/5PIBgH1cUFwu5IiUk9tnN9,1/9/2018,ie
7239,102,Tightrope,Michelle Williams,5502,https://open.spotify.com/track/0GVuLQtPXFaL18ijEOqoAa,1/9/2018,ie
7240,103,LOVE. FEAT. ZACARI.,Kendrick Lamar,5402,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,1/9/2018,ie
7241,104,Real Friends,Camila Cabello,5365,https://open.spotify.com/track/4V6MRo0CEAC9MwAm7dkPuL,1/9/2018,ie
7242,105,Ric Flair Drip (& Metro Boomin),Offset,5361,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,1/9/2018,ie
7243,106,So Far Away,Martin Garrix,5326,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM,1/9/2018,ie
7244,107,Friends (with BloodPop®),Justin Bieber,5315,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz,1/9/2018,ie
7245,108,Bodak Yellow,Cardi B,5267,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM,1/9/2018,ie
7246,109,Bank Account,21 Savage,5266,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G,1/9/2018,ie
7247,110,No Words,Dave,5210,https://open.spotify.com/track/4USHZ3omhEBGjHLD9BIJYs,1/9/2018,ie
7248,111,Mi Gente,J Balvin,5137,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,1/9/2018,ie
7249,112,Wait,Maroon 5,5135,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59,1/9/2018,ie
7250,113,Solo Dance,Martin Jensen,5062,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,1/9/2018,ie
7251,114,Look What You Made Me Do,Taylor Swift,5029,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc,1/9/2018,ie
7252,115,My Lover - Remix,Not3s,5023,https://open.spotify.com/track/0A9y4c4dkI68IEnsRGtWil,1/9/2018,ie
7253,116,Mama,Jonas Blue,5007,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,1/9/2018,ie
7254,117,White Iverson,Post Malone,4968,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,1/9/2018,ie
7255,118,Wild Thoughts,DJ Khaled,4948,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,1/9/2018,ie
7256,119,September Song,JP Cooper,4941,https://open.spotify.com/track/2Inz7gGPGgieN0CTw9TOOs,1/9/2018,ie
7257,120,Leave a Light On,Tom Walker,4940,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W,1/9/2018,ie
7258,121,Strip That Down,Liam Payne,4925,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,1/9/2018,ie
7259,122,Gorgeous,Taylor Swift,4873,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA,1/9/2018,ie
7260,123,Most Girls,Hailee Steinfeld,4761,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ,1/9/2018,ie
7261,124,One Dance,Drake,4759,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,1/9/2018,ie
7262,125,Beautiful Trauma,P!nk,4741,https://open.spotify.com/track/2DlIwu1iDTILEMXA7MUotn,1/9/2018,ie
7263,126,I'm Feeling It (In The Air) - Sunset Bros X Mark McCabe,Sunset Bros,4731,https://open.spotify.com/track/61BCGNgkp9jPsDhtB01dRM,1/9/2018,ie
7264,127,A Million Dreams (Reprise),Austyn Johnson,4725,https://open.spotify.com/track/66y7x28jXOPrcmu3D5Zjh6,1/9/2018,ie
7265,128,Then,Anne-Marie,4655,https://open.spotify.com/track/2EGJB8bDbbxtvSgJQLwqK7,1/9/2018,ie
7266,129,It Ain't Me (with Selena Gomez),Kygo,4632,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,1/9/2018,ie
7267,130,You Make My Dreams - Remastered,Daryl Hall & John Oates,4598,https://open.spotify.com/track/4o6BgsqLIBViaGVbx5rbRk,1/9/2018,ie
7268,131,Photograph,Ed Sheeran,4586,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,1/9/2018,ie
7269,132,You & I,Picture This,4570,https://open.spotify.com/track/0ICq6iskcNB6sWRaxdhm6p,1/9/2018,ie
7270,133,"Bad (feat. Yungen, MoStack, Mr Eazi & Not3s)",Steel Banglez,4563,https://open.spotify.com/track/5vySkXA0v40CDwofIvhc1Y,1/9/2018,ie
7271,134,Issues,Julia Michaels,4512,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0,1/9/2018,ie
7272,135,Believer,Imagine Dragons,4487,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,1/9/2018,ie
7273,136,Places,Martin Solveig,4471,https://open.spotify.com/track/6O85MfGECKBqAK2MgSbCaj,1/9/2018,ie
7274,137,Passionfruit,Drake,4438,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,1/9/2018,ie
7275,138,I'm the One,DJ Khaled,4435,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,1/9/2018,ie
7276,139,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,4423,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,1/9/2018,ie
7277,140,Lose Yourself - Soundtrack Version,Eminem,4414,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ,1/9/2018,ie
7278,141,Africa,Toto,4375,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,1/9/2018,ie
7279,142,Supermarket Flowers,Ed Sheeran,4361,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG,1/9/2018,ie
7280,143,On My Mind,Disciples,4359,https://open.spotify.com/track/5Xc74Dn1ZKH6H8XaVGOHXG,1/9/2018,ie
7281,144,My Way,One Bit,4327,https://open.spotify.com/track/1g61lRiAj3Nwc8ZGtEum8s,1/9/2018,ie
7282,145,Redbone,Childish Gambino,4302,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,1/9/2018,ie
7283,146,One Last Time,Ariana Grande,4289,https://open.spotify.com/track/7bJwvubZZaoGE1AGEfu8Fi,1/9/2018,ie
7284,147,Boa Me (feat. Ed Sheeran & Mugeez),Fuse ODG,4271,https://open.spotify.com/track/03EcqaAMg58r10dgbl0o6y,1/9/2018,ie
7285,148,Jocelyn Flores,XXXTENTACION,4269,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,1/9/2018,ie
7286,149,Never Enough (Reprise),Loren Allred,4243,https://open.spotify.com/track/6f8b6mxNNDJdE5tC4MCTxt,1/9/2018,ie
7287,150,Without You (feat. Sandro Cavazza),Avicii,4206,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE,1/9/2018,ie
7288,151,Rain,The Script,4188,https://open.spotify.com/track/2QWP8NYYplOqEFBYGCcq0S,1/9/2018,ie
7289,152,Chasing Highs,ALMA,4136,https://open.spotify.com/track/6fTsxhIosAU6zXTAhSaemI,1/9/2018,ie
7290,153,I Like Me Better,Lauv,4131,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,1/9/2018,ie
7291,154,Thinking Out Loud,Ed Sheeran,4107,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,1/9/2018,ie
7292,155,Everywhere - Remastered,Fleetwood Mac,4076,https://open.spotify.com/track/254bXAqt3zP6P50BdQvEsq,1/9/2018,ie
7293,156,World Gone Mad,Bastille,4027,https://open.spotify.com/track/1ZyQGXH9dZ4AecevHhKUxi,1/9/2018,ie
7294,157,Codeine Dreaming (feat. Lil Wayne),Kodak Black,4012,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J,1/9/2018,ie
7295,158,Power,Little Mix,4012,https://open.spotify.com/track/02gj0J38nzyO9lNi9mzi3A,1/9/2018,ie
7296,159,Instruction,Jax Jones,3963,https://open.spotify.com/track/2ytH5wDuqhgLTiDVYioteq,1/9/2018,ie
7297,160,The Night We Met,Lord Huron,3959,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK,1/9/2018,ie
7298,161,Stronger,Kanye West,3923,https://open.spotify.com/track/6C7RJEIUDqKkJRZVWdkfkH,1/9/2018,ie
7299,162,'Till I Collapse,Eminem,3887,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT,1/9/2018,ie
7300,163,Chasing Cars,Snow Patrol,3884,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ,1/9/2018,ie
7301,164,Sexual,NEIKED,3882,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,1/9/2018,ie
7302,165,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3876,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,1/9/2018,ie
7303,166,Let It Go,James Bay,3851,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP,1/9/2018,ie
7304,167,Location,Khalid,3823,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,1/9/2018,ie
7305,168,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,3800,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6,1/9/2018,ie
7306,169,DNA.,Kendrick Lamar,3789,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,1/9/2018,ie
7307,170,Shout Out to My Ex,Little Mix,3785,https://open.spotify.com/track/2OtCtGugQwH066hxpaRNwU,1/9/2018,ie
7308,171,Bouff Daddy,J HUS,3765,https://open.spotify.com/track/28qdL1yHti3BSu6AdLzWbg,1/9/2018,ie
7309,172,Stranger Things,Kygo,3756,https://open.spotify.com/track/5gIRPQWULwrvIt0F6pY7ph,1/9/2018,ie
7310,173,The Weekend - Funk Wav Remix,SZA,3731,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt,1/9/2018,ie
7311,174,Wonderwall - Remastered,Oasis,3708,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,1/9/2018,ie
7312,175,No Promises (feat. Demi Lovato),Cheat Codes,3705,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,1/9/2018,ie
7313,176,All I Want,Kodaline,3677,https://open.spotify.com/track/5JuA3wlm0kn7IHfbeHV0i6,1/9/2018,ie
7314,177,MotorSport,Migos,3669,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q,1/9/2018,ie
7315,178,When You Love Someone,James TW,3637,https://open.spotify.com/track/5fX2oPyLCe5mBKqGDbOWqC,1/9/2018,ie
7316,179,Naive,The Kooks,3631,https://open.spotify.com/track/7BHPGtpuuWWsvE7cCaMuEU,1/9/2018,ie
7317,180,Do I Wanna Know?,Arctic Monkeys,3622,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt,1/9/2018,ie
7318,181,Halo,Beyoncé,3606,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr,1/9/2018,ie
7319,182,Stay,Zedd,3603,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo,1/9/2018,ie
7320,183,Piece of Me,MK,3596,https://open.spotify.com/track/1ZQnV7ePl8yXoLjPfhWE5L,1/9/2018,ie
7321,184,Dive,Ed Sheeran,3593,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,1/9/2018,ie
7322,185,Bruises,Lewis Capaldi,3582,https://open.spotify.com/track/5KfSsgAJGrZc3VrcPLFVMo,1/9/2018,ie
7323,186,Blow Your Mind (Mwah),Dua Lipa,3568,https://open.spotify.com/track/2eAAEa8pxKF7My0EO4rFgR,1/9/2018,ie
7324,187,Sober,G-Eazy,3563,https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV,1/9/2018,ie
7325,188,If I'm Lucky,Jason Derulo,3562,https://open.spotify.com/track/6eUncuJutsFi9BGO1JaBHh,1/9/2018,ie
7326,189,Starboy,The Weeknd,3559,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/9/2018,ie
7327,190,The Chain - Remastered,Fleetwood Mac,3550,https://open.spotify.com/track/7Dm3dV3WPNdTgxoNY7YFnc,1/9/2018,ie
7328,191,P.Y.T. (Pretty Young Thing),John Gibbons,3532,https://open.spotify.com/track/3Db8OhBMmNPLv2rHYoP7Wf,1/9/2018,ie
7329,192,Can't Stop,Red Hot Chili Peppers,3531,https://open.spotify.com/track/3ZOEytgrvLwQaqXreDs2Jx,1/9/2018,ie
7330,193,Numb / Encore,JAY Z,3516,https://open.spotify.com/track/5sNESr6pQfIhL3krM8CtZn,1/9/2018,ie
7331,194,Sign of the Times,Harry Styles,3496,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN,1/9/2018,ie
7332,195,You've Got The Love,Florence + The Machine,3490,https://open.spotify.com/track/6u9RqxALwkjJ1ukB1y8vuP,1/9/2018,ie
7333,196,September,"Earth, Wind & Fire",3489,https://open.spotify.com/track/1mqlc0vEP9mU1kZgTi6LIQ,1/9/2018,ie
7334,197,Believe,Eminem,3465,https://open.spotify.com/track/2XDhuJvvx2wcIROXbfTTYr,1/9/2018,ie
7335,198,Closer,The Chainsmokers,3464,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/9/2018,ie
7336,199,Don't Look Back in Anger - Remastered,Oasis,3451,https://open.spotify.com/track/0UvCh63URrLFcPkKt99hHd,1/9/2018,ie
7337,200,Butterfly Effect,Travis Scott,3439,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX,1/9/2018,ie
7338,1,Blijf Bij Mij,Ronnie Flex,251787,https://open.spotify.com/track/7EyvmcYx7WzeBi2cY9RmIi,1/9/2018,nl
7339,2,5-Apr,Ronnie Flex,236161,https://open.spotify.com/track/7cAxokBbnclXF6skY38Nd9,1/9/2018,nl
7340,3,Officieel,Broederliefde,177897,https://open.spotify.com/track/3e0gMtgOOLGPFLzPWR7xzb,1/9/2018,nl
7341,4,River (feat. Ed Sheeran),Eminem,177418,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD,1/9/2018,nl
7342,5,Havana,Camila Cabello,141914,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,1/9/2018,nl
7343,6,Coño,Puri,139593,https://open.spotify.com/track/7tXCV0UwFwBxqum6i25you,1/9/2018,nl
7344,7,Wolves,Selena Gomez,132493,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,1/9/2018,nl
7345,8,I Miss You (feat. Julia Michaels),Clean Bandit,130638,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL,1/9/2018,nl
7346,9,rockstar,Post Malone,128529,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx,1/9/2018,nl
7347,10,Vervloekt,Frenna,121625,https://open.spotify.com/track/5VjqFNoLNl0xvG50diCuwx,1/9/2018,nl
7348,11,In Amsterdam,Sevn Alias,113867,https://open.spotify.com/track/4QXLXEcGPl18ghSz4cSEzP,1/9/2018,nl
7349,12,Him & I (with Halsey),G-Eazy,111891,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4,1/9/2018,nl
7350,13,Perfect,Ed Sheeran,107761,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,1/9/2018,nl
7351,14,Stargazing,Kygo,104745,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP,1/9/2018,nl
7352,15,New Rules,Dua Lipa,104225,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,1/9/2018,nl
7353,16,Merry,Nafthaly Ramona,103521,https://open.spotify.com/track/3hHHaTr65mG7bpApRW5CZQ,1/9/2018,nl
7354,17,Finesse (Remix) [feat. Cardi B],Bruno Mars,103286,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,1/9/2018,nl
7355,18,All Falls Down,Alan Walker,102643,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb,1/9/2018,nl
7356,19,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,100306,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,1/9/2018,nl
7357,20,So Far Away,Martin Garrix,99023,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM,1/9/2018,nl
7358,21,Too Good At Goodbyes,Sam Smith,96769,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,1/9/2018,nl
7359,22,Zoutelande,BLØF,95739,https://open.spotify.com/track/1rQfM1l1gcZF1tKJtLYRnm,1/9/2018,nl
7360,23,Patsergedrag,Sevn Alias,89865,https://open.spotify.com/track/4tNpAeDH7S7cJGEo28Ogi4,1/9/2018,nl
7361,24,Hop Hop Hop,Lil' Kleine,88062,https://open.spotify.com/track/2WM1QOmbn4TP0ZFcNOsj2x,1/9/2018,nl
7362,25,What Lovers Do (feat. SZA),Maroon 5,87763,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k,1/9/2018,nl
7363,26,Dusk Till Dawn - Radio Edit,ZAYN,87363,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,1/9/2018,nl
7364,27,Silence,Marshmello,86166,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,1/9/2018,nl
7365,28,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,85216,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,1/9/2018,nl
7366,29,Anywhere,Rita Ora,83713,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2,1/9/2018,nl
7367,30,Feel It Still,Portugal. The Man,81767,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,1/9/2018,nl
7368,31,Homesick,Dua Lipa,81757,https://open.spotify.com/track/5E5MqaS6eOsbaJibl3YeMZ,1/9/2018,nl
7369,32,Op Me Monnie,Frenna,79797,https://open.spotify.com/track/5kvzEqShooIhg1D3KMBa7U,1/9/2018,nl
7370,33,Echame La Culpa,Luis Fonsi,79098,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,1/9/2018,nl
7371,34,Architect,Jonna Fraser,78483,https://open.spotify.com/track/3UPsdBBqs9vnVF0fYTGA8n,1/9/2018,nl
7372,35,Let You Down,NF,76127,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,1/9/2018,nl
7373,36,16 Million,Frenna,74460,https://open.spotify.com/track/3AkhtRarPRwQ2lAzvnH64n,1/9/2018,nl
7374,37,How Long,Charlie Puth,73461,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi,1/9/2018,nl
7375,38,Shape of You,Ed Sheeran,67240,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,1/9/2018,nl
7376,39,Whatever It Takes,Imagine Dragons,65803,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH,1/9/2018,nl
7377,40,Reggaetón Lento (Remix),CNCO,65611,https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF,1/9/2018,nl
7378,41,Ride Or Die,Josylvio,63835,https://open.spotify.com/track/7sMPXHS84uuTGeb21IgXnU,1/9/2018,nl
7379,42,Gucci Gang,Lil Pump,62657,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,1/9/2018,nl
7380,43,Net Iets Meer,Lil' Kleine,61450,https://open.spotify.com/track/2SdXCB4OPo6J6Yc7V249pS,1/9/2018,nl
7381,44,Buurt Heet (feat. Mula B),Lijpe,60916,https://open.spotify.com/track/7J55j5I6XOMB2aG52hrvtg,1/9/2018,nl
7382,45,What About Us,P!nk,59824,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb,1/9/2018,nl
7383,46,Lovely Body,SFB,58953,https://open.spotify.com/track/65ExBcuMthmxRVnPVvWCe3,1/9/2018,nl
7384,47,#JM,Broederliefde,57499,https://open.spotify.com/track/43pg0oNIUwWBCFGZSkomaE,1/9/2018,nl
7385,48,Balmain (feat. Idaly & Boef),JoeyAK,55559,https://open.spotify.com/track/543fUGxve06ncOLtWRSxoO,1/9/2018,nl
7386,49,Krantenwijk,Lil' Kleine,54756,https://open.spotify.com/track/1X8py2jInjgIQ9Y9roDQZC,1/9/2018,nl
7387,50,Loterij,Lil' Kleine,54306,https://open.spotify.com/track/260azNxQzQIloG7OpjQtTC,1/9/2018,nl
7388,51,Unforgettable,French Montana,54079,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,1/9/2018,nl
7389,52,Never Be the Same,Camila Cabello,49546,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5,1/9/2018,nl
7390,53,No Limit,G-Eazy,49353,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW,1/9/2018,nl
7391,54,Tranquille,Soufiane Eddyani,48114,https://open.spotify.com/track/4wszsRzYmEcVCcCmbYHynZ,1/9/2018,nl
7392,55,"Karate (feat. Sevn Alias, Vic9 & D Double)",JoeyAK,44186,https://open.spotify.com/track/24R6vXchJmvoLsg6RTgsY9,1/9/2018,nl
7393,56,I Fall Apart,Post Malone,44161,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,1/9/2018,nl
7394,57,Without You (feat. Sandro Cavazza),Avicii,43389,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE,1/9/2018,nl
7395,58,Op De Weg,Equalz,42494,https://open.spotify.com/track/7D973n9XquEXreSZOvAhOs,1/9/2018,nl
7396,59,Lonely Together (feat. Rita Ora),Avicii,42466,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab,1/9/2018,nl
7397,60,Walk On Water (feat. Beyoncé),Eminem,42036,https://open.spotify.com/track/5PIBgH1cUFwu5IiUk9tnN9,1/9/2018,nl
7398,61,Rain,The Script,41997,https://open.spotify.com/track/2QWP8NYYplOqEFBYGCcq0S,1/9/2018,nl
